001.jpg,6,1089,1252,3496,fence
001.jpg,0,1485,946,3752,tree
001.jpg,4698,3457,5999,3996,bald-tree
001.jpg,2850,3414,3421,3847,obstacle
001.jpg,3819,2531,4910,3414,obstacle
001.jpg,4009,2349,4135,2565,obstacle
001.jpg,2606,10,2973,313,ar-marker
001.jpg,602,1189,1367,1983,obstacle
001.jpg,2817,558,3520,1633,fence
001.jpg,2738,2542,2927,2794,person
001.jpg,4563,2614,4632,2681,obstacle
001.jpg,4296,2447,4604,2700,person
001.jpg,2285,3243,2501,3523,person
001.jpg,2524,3455,2723,3765,person
001.jpg,2604,3481,2685,3597,obstacle
001.jpg,1252,3254,1515,3468,obstacle
001.jpg,1089,2375,1418,2604,person
001.jpg,3226,372,3404,650,person
001.jpg,1142,368,3645,2005,obstacle
001.jpg,4482,3346,4946,3958,obstacle
001.jpg,1050,2651,1966,3335,vegetation
001.jpg,389,2,584,156,obstacle
001.jpg,3395,2718,4663,3575,vegetation
001.jpg,434,725,513,1196,obstacle
001.jpg,1641,2106,1716,2205,obstacle
001.jpg,1911,2200,1967,2273,obstacle
001.jpg,1881,2293,1950,2373,obstacle
001.jpg,1822,2396,1926,2484,obstacle
001.jpg,1588,2357,1669,2426,obstacle
001.jpg,2719,261,2801,316,obstacle
001.jpg,2943,116,2993,207,obstacle
001.jpg,2597,39,2660,122,obstacle
001.jpg,5095,2240,5183,2317,dirt
001.jpg,5353,2218,5491,2345,dirt
001.jpg,5465,2128,5543,2225,dirt
001.jpg,5622,2069,5749,2158,dirt
001.jpg,5287,2456,5352,2534,dirt
001.jpg,5454,2662,5599,2768,dirt
001.jpg,5550,2567,5652,2653,dirt
001.jpg,5607,2913,5655,2954,dirt
001.jpg,5856,2950,5920,3000,dirt
001.jpg,5689,2986,5742,3039,dirt
002.jpg,0,0,5998,3998,paved-area
002.jpg,0,1917,196,2430,paved-area
002.jpg,4966,592,5676,1929,paved-area
002.jpg,5,0,1669,3401,gravel
002.jpg,4,0,1442,3195,dirt
002.jpg,0,1,1369,3121,grass
002.jpg,3,305,307,1405,gravel
002.jpg,0,0,1001,333,wall
002.jpg,3,0,866,251,dirt
002.jpg,1764,3762,3286,3997,gravel
002.jpg,3711,3699,4198,3997,gravel
002.jpg,5823,3264,5999,3998,dirt
002.jpg,5001,2864,5293,3642,gravel
002.jpg,5294,2591,5994,3039,grass
002.jpg,4448,300,5999,2348,gravel
002.jpg,5246,0,5999,413,grass
002.jpg,4415,0,5498,1229,paved-area
002.jpg,4390,0,5447,1199,dirt
002.jpg,3978,284,4554,972,dirt
002.jpg,2934,0,4585,983,wall
002.jpg,3001,0,4463,786,gravel
002.jpg,4640,1,4817,88,gravel
002.jpg,5407,380,5660,602,paved-area
002.jpg,5518,35,5998,2049,wall
002.jpg,922,0,1354,265,vegetation
002.jpg,3,333,1458,3206,vegetation
002.jpg,0,3,646,257,vegetation
002.jpg,374,1,909,170,vegetation
002.jpg,560,89,643,146,vegetation
002.jpg,1,458,210,837,tree
002.jpg,4318,434,4500,657,vegetation
002.jpg,4380,309,4546,468,tree
002.jpg,4108,663,4183,738,vegetation
002.jpg,4206,660,4335,805,vegetation
002.jpg,4104,809,4241,962,vegetation
002.jpg,4392,1099,4484,1148,vegetation
002.jpg,4451,935,4625,1086,vegetation
002.jpg,4586,737,4755,928,vegetation
002.jpg,4749,686,4808,737,vegetation
002.jpg,4983,380,5061,440,vegetation
002.jpg,5077,231,5155,312,vegetation
002.jpg,5184,95,5264,161,vegetation
002.jpg,5322,468,5438,611,vegetation
002.jpg,5531,0,5998,269,tree
002.jpg,5204,318,5285,384,vegetation
002.jpg,5301,381,5378,470,vegetation
002.jpg,5110,461,5166,523,vegetation
002.jpg,5181,471,5309,552,vegetation
002.jpg,5150,580,5204,611,vegetation
002.jpg,5040,585,5080,626,vegetation
002.jpg,4880,656,5040,779,vegetation
002.jpg,4820,829,4879,885,vegetation
002.jpg,4915,877,4968,957,vegetation
002.jpg,4781,1035,4849,1077,vegetation
002.jpg,4790,1229,4844,1275,vegetation
002.jpg,4682,1152,4724,1182,vegetation
002.jpg,4507,1133,4608,1219,vegetation
002.jpg,4561,1228,4674,1302,vegetation
002.jpg,4836,1451,4876,1485,vegetation
002.jpg,4899,1684,4940,1720,vegetation
002.jpg,5020,1793,5060,1833,vegetation
002.jpg,5123,1886,5170,1927,vegetation
002.jpg,5283,1932,5381,1998,vegetation
002.jpg,5405,1932,5518,2011,vegetation
002.jpg,5870,2104,5996,2310,vegetation
002.jpg,5915,2754,5992,2862,vegetation
002.jpg,5920,3784,5998,3983,vegetation
002.jpg,4038,3771,4286,3999,vegetation
002.jpg,3787,3817,4091,3998,obstacle
002.jpg,3764,3920,4082,3999,vegetation
002.jpg,3029,3799,3248,3997,vegetation
002.jpg,2089,3801,2936,3999,vegetation
002.jpg,1923,3888,1982,3942,vegetation
002.jpg,2527,3888,2657,3999,obstacle
002.jpg,2072,3475,2241,3640,obstacle
002.jpg,5643,2629,5764,2687,obstacle
002.jpg,5201,2200,5291,2628,obstacle
002.jpg,5494,1921,5996,2128,paved-area
002.jpg,5878,2227,5997,2258,obstacle
002.jpg,5628,2160,5844,2334,obstacle
002.jpg,5799,1862,5850,1919,obstacle
002.jpg,5143,1617,5480,1841,wall
002.jpg,5170,1000,5434,1471,wall
002.jpg,4992,568,5309,856,wall
002.jpg,5217,8,5779,459,obstacle
002.jpg,5720,450,5771,516,obstacle
002.jpg,5504,618,5654,1892,obstacle
002.jpg,5616,625,5905,926,window
002.jpg,5631,895,5915,1197,window
002.jpg,5654,1202,5936,1470,window
002.jpg,5661,1495,5956,1736,window
002.jpg,5260,1642,5504,1829,vegetation
002.jpg,5155,1045,5420,1445,vegetation
002.jpg,5113,573,5337,759,vegetation
002.jpg,4880,462,5119,664,obstacle
002.jpg,4562,992,4673,1047,obstacle
002.jpg,4069,660,4227,835,obstacle
002.jpg,3966,802,4085,926,obstacle
002.jpg,2814,398,2990,457,obstacle
002.jpg,2807,279,2964,440,person
002.jpg,2425,1170,2447,1302,obstacle
002.jpg,2740,1239,2908,1405,obstacle
002.jpg,2397,1082,2536,1236,person
002.jpg,1521,1598,1631,1699,obstacle
002.jpg,1465,1509,1727,1633,person
002.jpg,1429,1733,1656,1850,person
002.jpg,2110,2591,2224,2689,obstacle
002.jpg,2074,2667,2276,2788,person
002.jpg,3441,1955,3591,2084,obstacle
002.jpg,3079,2022,3873,2805,obstacle
002.jpg,3193,2113,3804,2714,dirt
002.jpg,3185,2033,3277,2181,obstacle
002.jpg,3194,2060,3325,2207,person
002.jpg,3277,1984,3383,2129,person
002.jpg,3713,2752,3908,2942,person
002.jpg,3005,2364,3106,2510,person
002.jpg,1982,3656,2185,3844,person
002.jpg,2005,3766,2221,3999,person
002.jpg,3134,1947,4025,2961,tree
002.jpg,1,2411,750,2675,obstacle
002.jpg,914,2068,1051,2130,obstacle
002.jpg,458,2281,517,2338,obstacle
002.jpg,359,2157,613,2359,obstacle
002.jpg,588,784,1083,1067,obstacle
002.jpg,577,1041,907,1243,obstacle
002.jpg,356,1202,647,1423,obstacle
002.jpg,647,1286,913,1487,obstacle
002.jpg,664,3963,1047,3999,gravel
003.jpg,1,54,5978,2123,paved-area
003.jpg,3042,1,6000,4000,grass
003.jpg,556,1074,1774,2167,wall
003.jpg,2234,2886,3402,3985,wall
003.jpg,1556,3134,2421,4000,gravel
003.jpg,4521,3733,4978,4000,vegetation
003.jpg,1939,1494,2582,2115,person
003.jpg,1103,521,1556,1249,person
003.jpg,2156,1415,2697,2406,bicycle
003.jpg,863,342,2100,1522,bicycle
003.jpg,363,884,1793,2227,wall
003.jpg,1,2127,138,2353,obstacle
003.jpg,2580,3458,2825,4000,obstacle
003.jpg,1908,3440,3040,4000,grass
003.jpg,1,1446,378,1873,door
003.jpg,1,1,966,1517,wall
003.jpg,1,219,536,1179,roof
003.jpg,1,3556,531,3988,obstacle
003.jpg,12,3132,833,3982,vegetation
003.jpg,332,1,1387,940,vegetation
003.jpg,1,17,2953,2336,grass
003.jpg,865,1,2957,1625,grass
003.jpg,1291,1400,2030,2343,vegetation
003.jpg,1458,3743,1791,4000,obstacle
003.jpg,6,0,6000,4000,paved-area
003.jpg,898,364,2080,1511,bicycle
003.jpg,2293,1920,2436,2071,person
003.jpg,2216,2921,3407,3994,wall
003.jpg,2264,1896,2412,2080,person
003.jpg,9,3049,1040,3991,wall
003.jpg,1932,1511,2584,2127,person
003.jpg,2163,2027,2447,2418,bicycle
003.jpg,2276,1748,2430,1938,bicycle
003.jpg,2175,1422,2690,1819,bicycle
003.jpg,6,6,5090,4000,paved-area
003.jpg,5310,2815,5991,3994,paved-area
003.jpg,1310,18,1434,468,paved-area
003.jpg,1843,3401,2447,4000,paved-area
003.jpg,1801,3384,2471,4000,paved-area
003.jpg,1933,1497,2582,2106,person
003.jpg,5595,3009,5995,3764,wall
003.jpg,2615,3212,3396,3984,fence
003.jpg,675,1098,1472,1847,fence
004.jpg,3,1,5995,3997,paved-area
004.jpg,2055,353,2161,632,bicycle
004.jpg,2059,383,2159,560,person
004.jpg,2544,1944,2635,2037,obstacle
004.jpg,2146,1779,2305,2011,bicycle
004.jpg,2137,1864,2261,1962,person
004.jpg,1304,32,1405,136,obstacle
004.jpg,1598,378,1735,501,ar-marker
004.jpg,2817,1689,3538,2186,car
004.jpg,3507,2400,3850,2589,obstacle
004.jpg,3307,2754,4052,3230,car
004.jpg,3563,3295,4254,3730,car
004.jpg,0,392,237,737,obstacle
004.jpg,238,1015,830,1740,obstacle
004.jpg,867,2103,1366,2851,obstacle
004.jpg,1453,3307,1698,3450,rocks
004.jpg,1268,3000,1476,3147,obstacle
004.jpg,636,3108,1500,3630,obstacle
004.jpg,146,795,363,1003,vegetation
004.jpg,725,1781,942,1955,vegetation
004.jpg,1279,2834,1459,2970,vegetation
004.jpg,1355,3197,1581,3374,tree
004.jpg,3022,117,3045,246,fence-pole
004.jpg,3217,418,3276,558,fence-pole
004.jpg,3405,724,3462,865,fence-pole
004.jpg,3891,1830,3984,1884,fence-pole
004.jpg,4003,2226,4078,2240,fence-pole
004.jpg,4119,2585,4173,2621,fence-pole
004.jpg,4212,2952,4287,3019,fence-pole
004.jpg,4298,3314,4385,3392,fence-pole
004.jpg,4362,3578,4418,3697,fence-pole
004.jpg,4443,3932,4478,3998,fence-pole
004.jpg,2831,1,4476,3992,fence
004.jpg,4172,2776,4926,3995,gravel
004.jpg,3116,2,4219,461,gravel
004.jpg,4726,2113,5057,2373,gravel
004.jpg,2815,2,5997,2896,dirt
004.jpg,4311,3216,4563,3997,fence
004.jpg,4478,3909,4541,3997,obstacle
004.jpg,4484,3822,4504,3876,obstacle
004.jpg,2856,0,3443,861,rocks
004.jpg,3016,163,3146,342,vegetation
004.jpg,3380,1,3924,293,wall
004.jpg,3747,0,3927,140,obstacle
004.jpg,3656,38,3686,82,obstacle
004.jpg,3423,175,3500,314,obstacle
004.jpg,3899,0,4037,102,obstacle
004.jpg,3208,154,3266,249,vegetation
004.jpg,3118,0,3355,43,obstacle
004.jpg,3225,423,3291,479,vegetation
004.jpg,3395,632,3479,732,vegetation
004.jpg,3420,660,4383,1738,vegetation
004.jpg,4106,1668,4376,1869,rocks
004.jpg,4056,1879,4219,2068,rocks
004.jpg,4039,1869,4454,2594,rocks
004.jpg,3825,1720,4696,3643,vegetation
004.jpg,4010,142,5967,2091,grass
004.jpg,4218,1838,4339,2019,obstacle
004.jpg,4379,2209,4503,2383,obstacle
004.jpg,4289,2118,4336,2164,obstacle
004.jpg,4278,1738,4726,2337,obstacle
004.jpg,4608,2381,4736,2481,obstacle
004.jpg,4334,1945,5998,3999,wall
004.jpg,4622,2247,4779,2368,vegetation
004.jpg,4463,2335,4642,2539,vegetation
004.jpg,4337,2336,4460,2444,vegetation
004.jpg,4654,1870,5201,2157,obstacle
004.jpg,4637,1984,4939,2197,vegetation
004.jpg,4910,1853,5283,2109,vegetation
004.jpg,4627,1869,5418,2454,fence
004.jpg,3457,1107,3838,1411,obstacle
004.jpg,3562,1455,3954,1656,obstacle
004.jpg,3685,1786,4086,1952,obstacle
004.jpg,4710,1183,4896,1312,obstacle
004.jpg,4779,1353,4979,1472,obstacle
004.jpg,4786,1056,4926,1185,ar-marker
004.jpg,4172,963,4568,1349,tree
004.jpg,3381,1,3688,182,roof
004.jpg,3349,0,5459,1004,vegetation
004.jpg,4513,1959,5999,3998,roof
004.jpg,5064,1589,5098,1623,obstacle
004.jpg,5212,1803,5304,1869,obstacle
004.jpg,5239,1672,5766,2144,obstacle
004.jpg,5047,1373,5281,1553,obstacle
004.jpg,5419,1401,5619,1573,obstacle
004.jpg,5602,1202,6000,1717,obstacle
004.jpg,5926,1241,6000,1320,obstacle
004.jpg,5935,1255,6000,1312,gravel
004.jpg,5795,1008,5999,1245,vegetation
004.jpg,5255,778,5905,1314,tree
004.jpg,5597,1,6000,357,obstacle
004.jpg,5545,138,5806,336,vegetation
004.jpg,5478,1,5636,92,vegetation
004.jpg,4646,2162,5998,3996,gravel
004.jpg,3,165,1712,3455,gravel
005.jpg,0,0,5998,3696,paved-area
005.jpg,1383,1038,2077,1593,gravel
005.jpg,3,1456,1174,3262,gravel
005.jpg,2704,1474,3629,2175,gravel
005.jpg,3349,2456,4601,3474,gravel
005.jpg,452,2625,866,3008,gravel
005.jpg,4024,34,4590,1054,gravel
005.jpg,5570,985,5998,1366,gravel
005.jpg,3625,1620,5998,3925,gravel
005.jpg,2970,0,4627,1050,grass
005.jpg,808,4,3176,918,dirt
005.jpg,823,0,3216,919,dirt
005.jpg,4692,3377,5999,4000,dirt
005.jpg,0,2811,1121,4000,dirt
005.jpg,3,462,1153,2894,roof
005.jpg,4481,0,6000,1039,roof
005.jpg,3770,2855,4713,3741,wall
005.jpg,605,1203,4771,3903,roof
005.jpg,1686,1185,2027,1428,wall
005.jpg,312,1756,4791,3996,roof
005.jpg,4525,336,5906,1028,wall
005.jpg,2346,198,2573,473,rocks
005.jpg,2111,373,2326,628,rocks
005.jpg,2359,637,2551,771,rocks
005.jpg,2553,0,2771,90,rocks
005.jpg,2972,0,3114,68,rocks
005.jpg,5499,2544,5732,2729,rocks
005.jpg,5932,2806,6000,3080,rocks
005.jpg,5531,3632,5835,3868,rocks
005.jpg,5114,3865,5362,3999,rocks
005.jpg,2177,379,2798,868,vegetation
005.jpg,1470,0,2970,597,vegetation
005.jpg,2839,330,3231,724,vegetation
005.jpg,1556,4,1761,93,vegetation
005.jpg,1061,1,1540,207,vegetation
005.jpg,2976,1641,3237,1919,vegetation
005.jpg,641,833,1284,1481,vegetation
005.jpg,197,2964,878,3677,vegetation
005.jpg,3925,1906,4162,2156,vegetation
005.jpg,4113,1705,4370,1936,vegetation
005.jpg,4346,1650,4474,1784,vegetation
005.jpg,4566,1694,4679,1778,vegetation
005.jpg,4577,1801,4707,1927,vegetation
005.jpg,4393,1878,4536,2002,vegetation
005.jpg,4370,2009,4607,2348,vegetation
005.jpg,4139,2109,4385,2442,vegetation
005.jpg,4199,2528,4318,2662,vegetation
005.jpg,4374,2438,4491,2547,vegetation
005.jpg,4327,2774,4459,2887,vegetation
005.jpg,4509,2543,4637,2669,vegetation
005.jpg,4560,2748,4675,2859,vegetation
005.jpg,4547,2853,4964,3229,vegetation
005.jpg,4942,3105,5094,3265,vegetation
005.jpg,5186,3096,5301,3231,vegetation
005.jpg,4759,2707,4880,2838,vegetation
005.jpg,5088,2885,5216,3024,vegetation
005.jpg,5021,2707,5162,2844,vegetation
005.jpg,5047,3549,5103,3626,vegetation
005.jpg,5408,3190,5526,3318,vegetation
005.jpg,5355,2947,5485,3068,vegetation
005.jpg,5229,2733,5329,2842,vegetation
005.jpg,5784,2782,5893,2919,vegetation
005.jpg,5372,2592,5476,2690,vegetation
005.jpg,4697,2485,4855,2624,vegetation
005.jpg,4915,2449,5079,2600,vegetation
005.jpg,5186,2472,5299,2598,vegetation
005.jpg,5545,2759,5643,2859,vegetation
005.jpg,4671,2256,4810,2417,vegetation
005.jpg,4859,2224,5002,2387,vegetation
005.jpg,4603,1987,4752,2098,vegetation
005.jpg,4788,1769,4921,1891,vegetation
005.jpg,4833,2028,4942,2154,vegetation
005.jpg,5024,1859,5308,2408,vegetation
005.jpg,5250,2011,5417,2158,vegetation
005.jpg,5470,2015,5568,2141,vegetation
005.jpg,5350,2267,5483,2408,vegetation
005.jpg,5538,2160,5684,2288,vegetation
005.jpg,5637,2079,5741,2197,vegetation
005.jpg,5650,1154,5714,1229,vegetation
005.jpg,5942,1222,5994,1286,vegetation
005.jpg,5882,1002,5951,1064,vegetation
005.jpg,5844,1100,5897,1156,vegetation
005.jpg,5840,1171,5906,1231,vegetation
005.jpg,5731,1071,5793,1118,vegetation
005.jpg,5485,2312,5647,2449,vegetation
005.jpg,4786,3840,5113,3994,vegetation
005.jpg,5363,3850,5675,3996,vegetation
005.jpg,3699,111,3919,380,tree
005.jpg,2509,0,3419,684,tree
005.jpg,699,2802,1121,3275,tree
005.jpg,0,3338,667,3998,tree
005.jpg,5808,3626,5998,3900,tree
005.jpg,5502,3120,5863,3423,tree
005.jpg,5372,2748,5707,2981,tree
005.jpg,4628,2848,4906,3118,tree
005.jpg,5812,2639,5996,2784,tree
005.jpg,1036,265,1212,459,obstacle
005.jpg,4801,1463,5137,1782,ar-marker
005.jpg,0,2568,407,3259,dirt
005.jpg,160,893,1520,1208,obstacle
005.jpg,1923,1323,2023,1426,obstacle
005.jpg,1685,1188,2064,1350,obstacle
005.jpg,4499,333,4568,394,obstacle
005.jpg,4674,478,5553,947,obstacle
005.jpg,5731,995,5882,1080,obstacle
005.jpg,4721,429,5205,694,window
005.jpg,5132,651,5652,911,window
005.jpg,744,1335,4630,3840,gravel
005.jpg,2578,1909,2678,1975,obstacle
005.jpg,3303,1718,3392,1804,obstacle
005.jpg,4444,1862,4794,2041,obstacle
005.jpg,3901,2935,4334,3384,window
005.jpg,2632,1206,2786,1329,person
005.jpg,2565,1377,2729,1527,person
005.jpg,3666,1066,3873,1208,person
005.jpg,3644,1085,3868,1310,person
005.jpg,3479,2142,3613,2319,person
005.jpg,3631,2063,3716,2208,obstacle
005.jpg,3571,2111,3720,2273,person
005.jpg,5825,2280,5998,2364,obstacle
006.jpg,2,1,5998,3999,paved-area
006.jpg,1372,150,2040,864,ar-marker
006.jpg,3189,1,5996,3143,water
006.jpg,5315,0,5996,837,paved-area
006.jpg,5391,278,5993,748,fence-pole
006.jpg,5743,538,5993,761,fence-pole
006.jpg,5425,357,5950,696,obstacle
006.jpg,5616,1,5806,301,fence
006.jpg,5647,0,5794,297,paved-area
006.jpg,1843,747,1996,827,obstacle
006.jpg,1855,163,2028,253,obstacle
006.jpg,1379,743,1540,837,obstacle
006.jpg,1354,124,1454,299,obstacle
006.jpg,2399,4,5781,3997,gravel
006.jpg,216,646,1309,1224,person
006.jpg,821,1092,1242,1226,obstacle
006.jpg,593,4,900,330,dirt
006.jpg,2,2,861,291,rocks
006.jpg,0,880,929,3995,dirt
006.jpg,0,925,861,2338,rocks
006.jpg,0,1124,688,1908,vegetation
006.jpg,2,2089,591,3635,vegetation
006.jpg,786,1747,884,1935,vegetation
006.jpg,680,2000,829,2271,vegetation
006.jpg,2,3600,487,3995,vegetation
006.jpg,424,3942,540,3993,vegetation
006.jpg,2430,3,4657,3744,rocks
006.jpg,2582,3759,5060,3997,wall
006.jpg,2463,3744,2548,3994,obstacle
006.jpg,2516,3660,2632,3852,fence-pole
006.jpg,2528,0,2608,3763,fence
006.jpg,2502,1324,2643,1421,fence-pole
006.jpg,5325,3753,5855,3932,rocks
006.jpg,4362,1946,5660,2722,rocks
006.jpg,2448,189,3040,1342,vegetation
006.jpg,3008,206,3187,399,vegetation
006.jpg,2812,6,2998,151,vegetation
006.jpg,3203,813,3250,902,vegetation
006.jpg,3048,694,3108,749,vegetation
006.jpg,3126,1609,3165,1664,vegetation
006.jpg,4356,2183,5997,3995,vegetation
006.jpg,4865,2030,5997,3997,tree
006.jpg,3091,3283,4179,3995,vegetation
006.jpg,3387,2535,4594,3372,vegetation
006.jpg,3211,1965,3309,2083,vegetation
006.jpg,4598,2381,4743,2535,vegetation
006.jpg,4242,2159,4344,2269,vegetation
006.jpg,2739,1387,2890,1560,vegetation
006.jpg,5205,1524,5746,1955,vegetation
008.jpg,931,1280,5993,3996,grass
008.jpg,1497,2,5997,1054,grass
008.jpg,2,4,5993,3998,paved-area
008.jpg,2,1508,708,3423,grass
008.jpg,911,3329,1206,3999,paved-area
008.jpg,1708,3766,2134,3998,paved-area
008.jpg,1408,3881,1605,4000,obstacle
008.jpg,648,3397,1120,4000,dirt
008.jpg,464,3403,1051,3846,obstacle
008.jpg,516,3657,852,4000,obstacle
008.jpg,471,3363,1043,4000,obstacle
008.jpg,384,3468,1102,4000,vegetation
008.jpg,3,1418,940,4000,wall
008.jpg,642,1713,986,1899,obstacle
008.jpg,0,1452,366,1663,paved-area
008.jpg,0,1134,755,1639,gravel
008.jpg,1,1126,763,1631,gravel
008.jpg,5698,3015,5999,3997,paved-area
008.jpg,5275,2906,5999,3776,obstacle
008.jpg,5148,3784,5466,3999,obstacle
008.jpg,5279,2908,5991,3991,obstacle
008.jpg,1378,466,1830,855,obstacle
008.jpg,1512,2,1946,388,obstacle
008.jpg,2314,0,2572,82,bicycle
008.jpg,1864,2,2435,287,bicycle
008.jpg,1491,2,2365,461,bicycle
008.jpg,5402,2326,5997,3518,bald-tree
008.jpg,5731,1382,6000,1534,person
008.jpg,4867,1253,5205,1479,dog
008.jpg,4094,745,4354,1331,dog
008.jpg,4535,0,5021,174,ar-marker
008.jpg,3183,1,3294,217,bicycle
008.jpg,1409,490,1725,673,obstacle
008.jpg,839,0,1549,740,wall
008.jpg,1077,88,1856,933,vegetation
008.jpg,0,1914,312,2279,obstacle
008.jpg,543,1442,716,1797,obstacle
008.jpg,0,330,626,802,person
008.jpg,1450,1,1944,347,vegetation
011.jpg,0,0,5423,3998,paved-area
011.jpg,0,1607,1238,3996,paved-area
011.jpg,0,850,1649,3998,gravel
011.jpg,5552,2176,6000,2852,grass
011.jpg,5109,3270,5406,3813,dirt
011.jpg,3176,0,5923,2453,dirt
011.jpg,4269,628,5134,1631,gravel
011.jpg,3441,0,4383,756,dirt
011.jpg,3704,0,4210,393,paved-area
011.jpg,930,3303,1258,3641,vegetation
011.jpg,353,2326,1095,3366,obstacle
011.jpg,1140,3766,1419,3992,obstacle
011.jpg,239,2014,546,2300,vegetation
011.jpg,4,1276,369,1859,obstacle
011.jpg,2190,1417,2351,1570,ar-marker
011.jpg,1790,932,1920,1056,obstacle
011.jpg,3433,3629,3543,3743,obstacle
011.jpg,3831,2432,4481,3454,car
011.jpg,4082,1,4253,179,door
011.jpg,4202,88,4398,426,window
011.jpg,4290,255,5072,1423,wall
011.jpg,4147,6,4298,302,wall
011.jpg,4695,1235,5998,3918,vegetation
011.jpg,4697,1920,4811,2031,vegetation
011.jpg,5013,1837,5148,1965,vegetation
011.jpg,4712,1419,5138,1849,vegetation
011.jpg,4449,1209,4548,1362,vegetation
011.jpg,4285,646,4754,1105,vegetation
011.jpg,3912,302,4326,730,vegetation
011.jpg,3672,589,3965,948,vegetation
011.jpg,3778,400,3925,534,vegetation
011.jpg,3492,10,3621,155,vegetation
011.jpg,3625,116,3696,202,vegetation
011.jpg,3311,116,3594,432,vegetation
011.jpg,3641,226,3835,361,vegetation
011.jpg,3282,0,3415,71,vegetation
011.jpg,3401,41,3466,108,vegetation
011.jpg,3321,47,3388,137,vegetation
011.jpg,3268,0,4746,2183,rocks
011.jpg,4773,1303,5072,1462,obstacle
011.jpg,4249,0,5996,1578,roof
011.jpg,3894,0,4271,200,obstacle
011.jpg,2172,1462,2222,1506,obstacle
011.jpg,2258,1412,2309,1438,obstacle
011.jpg,2323,1481,2349,1532,obstacle
011.jpg,2225,1540,2274,1577,obstacle
011.jpg,4936,2942,5998,3998,obstacle
011.jpg,5880,1189,5998,1341,paved-area
011.jpg,4179,277,4298,436,window
011.jpg,4041,31,4161,214,paved-area
011.jpg,4810,2495,5211,3104,dirt
011.jpg,5777,3563,5997,3755,paved-area
011.jpg,4667,2173,4829,2196,fence-pole
011.jpg,4420,1692,4550,1738,fence-pole
011.jpg,4152,1210,4258,1294,fence-pole
011.jpg,4177,1222,4356,1461,vegetation
011.jpg,3220,0,5063,2687,fence
011.jpg,4917,2638,5065,2694,fence-pole
011.jpg,3488,283,3784,695,vegetation
011.jpg,0,1,159,96,gravel
011.jpg,5,0,168,101,obstacle
011.jpg,5957,3829,5998,3949,rocks
011.jpg,3106,0,4972,2786,paved-area
013.jpg,0,0,5999,3731,paved-area
